region_code,region_name,sex,year,e0_pclm,e0_hmd,e0,de0
AT,Austria,Female,1945,NA,NA,NA,NA
AT,Austria,Female,1946,NA,NA,NA,NA
AT,Austria,Female,1947,NA,64.01,64.01,NA
AT,Austria,Female,1948,NA,65.77,65.77,1.76
AT,Austria,Female,1949,NA,65.77,65.77,0
AT,Austria,Female,1950,NA,67.28,67.28,1.51
AT,Austria,Female,1951,NA,67.81,67.81,0.53
AT,Austria,Female,1952,NA,69.23,69.23,1.42
AT,Austria,Female,1953,NA,69.71,69.71,0.48
AT,Austria,Female,1954,NA,69.88,69.88,0.17
AT,Austria,Female,1955,NA,70.36,70.36,0.48
AT,Austria,Female,1956,NA,70.54,70.54,0.18
AT,Austria,Female,1957,NA,70.51,70.51,-0.03
AT,Austria,Female,1958,NA,71.37,71.37,0.86
AT,Austria,Female,1959,NA,71.39,71.39,0.02
AT,Austria,Female,1960,NA,71.9,71.9,0.51
AT,Austria,Female,1961,NA,72.77,72.77,0.87
AT,Austria,Female,1962,NA,72.48,72.48,-0.29
AT,Austria,Female,1963,NA,72.66,72.66,0.18
AT,Austria,Female,1964,NA,73.19,73.19,0.53
AT,Austria,Female,1965,NA,72.99,72.99,-0.2
AT,Austria,Female,1966,NA,73.34,73.34,0.35
AT,Austria,Female,1967,NA,73.37,73.37,0.03
AT,Austria,Female,1968,NA,73.52,73.52,0.15
AT,Austria,Female,1969,NA,73.27,73.27,-0.25
AT,Austria,Female,1970,NA,73.42,73.42,0.15
AT,Austria,Female,1971,NA,73.67,73.67,0.25
AT,Austria,Female,1972,NA,74.02,74.02,0.35
AT,Austria,Female,1973,NA,74.57,74.57,0.55
AT,Austria,Female,1974,NA,74.62,74.62,0.05
AT,Austria,Female,1975,NA,74.7,74.7,0.08
AT,Austria,Female,1976,NA,75.06,75.06,0.36
AT,Austria,Female,1977,NA,75.44,75.44,0.38
AT,Austria,Female,1978,NA,75.65,75.65,0.21
AT,Austria,Female,1979,NA,75.97,75.97,0.32
AT,Austria,Female,1980,NA,76.04,76.04,0.07
AT,Austria,Female,1981,NA,76.38,76.38,0.34
AT,Austria,Female,1982,NA,76.58,76.58,0.2
AT,Austria,Female,1983,NA,76.59,76.59,0.01
AT,Austria,Female,1984,NA,77.18,77.18,0.59
AT,Austria,Female,1985,NA,77.3,77.3,0.12
AT,Austria,Female,1986,NA,77.65,77.65,0.35
AT,Austria,Female,1987,NA,78.03,78.03,0.38
AT,Austria,Female,1988,NA,78.52,78.52,0.49
AT,Austria,Female,1989,NA,78.66,78.66,0.14
AT,Austria,Female,1990,NA,78.87,78.87,0.21
AT,Austria,Female,1991,NA,78.98,78.98,0.11
AT,Austria,Female,1992,NA,79.14,79.14,0.16
AT,Austria,Female,1993,NA,79.34,79.34,0.2
AT,Austria,Female,1994,NA,79.63,79.63,0.29
AT,Austria,Female,1995,NA,79.95,79.95,0.32
AT,Austria,Female,1996,NA,80.08,80.08,0.13
AT,Austria,Female,1997,NA,80.54,80.54,0.46
AT,Austria,Female,1998,NA,80.82,80.82,0.28
AT,Austria,Female,1999,NA,80.83,80.83,0.01
AT,Austria,Female,2000,NA,81.09,81.09,0.26
AT,Austria,Female,2001,NA,81.56,81.56,0.47
AT,Austria,Female,2002,NA,81.66,81.66,0.1
AT,Austria,Female,2003,NA,81.54,81.54,-0.12
AT,Austria,Female,2004,NA,82.09,82.09,0.55
AT,Austria,Female,2005,NA,82.21,82.21,0.12
AT,Austria,Female,2006,NA,82.63,82.63,0.42
AT,Austria,Female,2007,NA,82.83,82.83,0.2
AT,Austria,Female,2008,NA,82.95,82.95,0.12
AT,Austria,Female,2009,NA,82.85,82.85,-0.1
AT,Austria,Female,2010,NA,83.12,83.12,0.27
AT,Austria,Female,2011,NA,83.43,83.43,0.31
AT,Austria,Female,2012,NA,83.29,83.29,-0.14
AT,Austria,Female,2013,NA,83.56,83.56,0.27
AT,Austria,Female,2014,NA,83.73,83.73,0.17
AT,Austria,Female,2015,83.83,83.59,83.59,-0.14
AT,Austria,Female,2016,84.26,83.94,83.94,0.35
AT,Austria,Female,2017,84.1,83.89,83.89,-0.05
AT,Austria,Female,2018,84.2,NA,84.2,0.31
AT,Austria,Female,2019,84.32,NA,84.32,0.12
AT,Austria,Female,2020,83.65,NA,83.65,-0.67
AT,Austria,Male,1945,NA,NA,NA,NA
AT,Austria,Male,1946,NA,NA,NA,NA
AT,Austria,Male,1947,NA,58.95,58.95,NA
AT,Austria,Male,1948,NA,60.53,60.53,1.58
AT,Austria,Male,1949,NA,61.02,61.02,0.49
AT,Austria,Male,1950,NA,62.18,62.18,1.16
AT,Austria,Male,1951,NA,62.48,62.48,0.3
AT,Austria,Male,1952,NA,64.09,64.09,1.61
AT,Austria,Male,1953,NA,64.61,64.61,0.52
AT,Austria,Male,1954,NA,64.49,64.49,-0.12
AT,Austria,Male,1955,NA,64.56,64.56,0.07
AT,Austria,Male,1956,NA,64.63,64.63,0.07
AT,Austria,Male,1957,NA,64.21,64.21,-0.42
AT,Austria,Male,1958,NA,65.33,65.33,1.12
AT,Austria,Male,1959,NA,65.19,65.19,-0.14
AT,Austria,Male,1960,NA,65.39,65.39,0.2
AT,Austria,Male,1961,NA,66.41,66.41,1.02
AT,Austria,Male,1962,NA,66.28,66.28,-0.13
AT,Austria,Male,1963,NA,66.4,66.4,0.12
AT,Austria,Male,1964,NA,66.78,66.78,0.38
AT,Austria,Male,1965,NA,66.6,66.6,-0.18
AT,Austria,Male,1966,NA,66.84,66.84,0.24
AT,Austria,Male,1967,NA,66.62,66.62,-0.22
AT,Austria,Male,1968,NA,66.76,66.76,0.14
AT,Austria,Male,1969,NA,66.56,66.56,-0.2
AT,Austria,Male,1970,NA,66.51,66.51,-0.05
AT,Austria,Male,1971,NA,66.66,66.66,0.15
AT,Austria,Male,1972,NA,66.95,66.95,0.29
AT,Austria,Male,1973,NA,67.54,67.54,0.59
AT,Austria,Male,1974,NA,67.44,67.44,-0.1
AT,Austria,Male,1975,NA,67.66,67.66,0.22
AT,Austria,Male,1976,NA,68.19,68.19,0.53
AT,Austria,Male,1977,NA,68.5,68.5,0.31
AT,Austria,Male,1978,NA,68.44,68.44,-0.06
AT,Austria,Male,1979,NA,68.78,68.78,0.34
AT,Austria,Male,1980,NA,68.95,68.95,0.17
AT,Austria,Male,1981,NA,69.26,69.26,0.31
AT,Austria,Male,1982,NA,69.37,69.37,0.11
AT,Austria,Male,1983,NA,69.5,69.5,0.13
AT,Austria,Male,1984,NA,70,70,0.5
AT,Austria,Male,1985,NA,70.32,70.32,0.32
AT,Austria,Male,1986,NA,70.89,70.89,0.57
AT,Austria,Male,1987,NA,71.39,71.39,0.5
AT,Austria,Male,1988,NA,71.85,71.85,0.46
AT,Austria,Male,1989,NA,71.9,71.9,0.05
AT,Austria,Male,1990,NA,72.23,72.23,0.33
AT,Austria,Male,1991,NA,72.26,72.26,0.03
AT,Austria,Male,1992,NA,72.5,72.5,0.24
AT,Austria,Male,1993,NA,72.76,72.76,0.26
AT,Austria,Male,1994,NA,73.12,73.12,0.36
AT,Austria,Male,1995,NA,73.29,73.29,0.17
AT,Austria,Male,1996,NA,73.66,73.66,0.37
AT,Austria,Male,1997,NA,74.02,74.02,0.36
AT,Austria,Male,1998,NA,74.44,74.44,0.42
AT,Austria,Male,1999,NA,74.78,74.78,0.34
AT,Austria,Male,2000,NA,75.1,75.1,0.32
AT,Austria,Male,2001,NA,75.59,75.59,0.49
AT,Austria,Male,2002,NA,75.78,75.78,0.19
AT,Austria,Male,2003,NA,75.92,75.92,0.14
AT,Austria,Male,2004,NA,76.39,76.39,0.47
AT,Austria,Male,2005,NA,76.62,76.62,0.23
AT,Austria,Male,2006,NA,77.08,77.08,0.46
AT,Austria,Male,2007,NA,77.29,77.29,0.21
AT,Austria,Male,2008,NA,77.58,77.58,0.29
AT,Austria,Male,2009,NA,77.4,77.4,-0.18
AT,Austria,Male,2010,NA,77.66,77.66,0.26
AT,Austria,Male,2011,NA,78.07,78.07,0.41
AT,Austria,Male,2012,NA,78.26,78.26,0.19
AT,Austria,Male,2013,NA,78.46,78.46,0.2
AT,Austria,Male,2014,NA,78.92,78.92,0.46
AT,Austria,Male,2015,79.19,78.63,78.63,-0.29
AT,Austria,Male,2016,79.74,79.14,79.14,0.51
AT,Austria,Male,2017,79.89,79.28,79.28,0.14
AT,Austria,Male,2018,79.84,NA,79.84,0.56
AT,Austria,Male,2019,80.08,NA,80.08,0.23
AT,Austria,Male,2020,79.26,NA,79.26,-0.81
AT,Austria,Total,1945,NA,NA,NA,NA
AT,Austria,Total,1946,NA,NA,NA,NA
AT,Austria,Total,1947,NA,61.54,61.54,NA
AT,Austria,Total,1948,NA,63.21,63.21,1.67
AT,Austria,Total,1949,NA,63.47,63.47,0.26
AT,Austria,Total,1950,NA,64.81,64.81,1.34
AT,Austria,Total,1951,NA,65.22,65.22,0.41
AT,Austria,Total,1952,NA,66.74,66.74,1.52
AT,Austria,Total,1953,NA,67.25,67.25,0.51
AT,Austria,Total,1954,NA,67.28,67.28,0.03
AT,Austria,Total,1955,NA,67.55,67.55,0.27
AT,Austria,Total,1956,NA,67.68,67.68,0.13
AT,Austria,Total,1957,NA,67.44,67.44,-0.24
AT,Austria,Total,1958,NA,68.45,68.45,1.01
AT,Austria,Total,1959,NA,68.39,68.39,-0.06
AT,Austria,Total,1960,NA,68.74,68.74,0.35
AT,Austria,Total,1961,NA,69.71,69.71,0.97
AT,Austria,Total,1962,NA,69.5,69.5,-0.21
AT,Austria,Total,1963,NA,69.65,69.65,0.15
AT,Austria,Total,1964,NA,70.12,70.12,0.47
AT,Austria,Total,1965,NA,69.93,69.93,-0.19
AT,Austria,Total,1966,NA,70.22,70.22,0.29
AT,Austria,Total,1967,NA,70.12,70.12,-0.1
AT,Austria,Total,1968,NA,70.27,70.27,0.15
AT,Austria,Total,1969,NA,70.04,70.04,-0.23
AT,Austria,Total,1970,NA,70.09,70.09,0.05
AT,Austria,Total,1971,NA,70.29,70.29,0.2
AT,Austria,Total,1972,NA,70.62,70.62,0.33
AT,Austria,Total,1973,NA,71.2,71.2,0.58
AT,Austria,Total,1974,NA,71.18,71.18,-0.02
AT,Austria,Total,1975,NA,71.33,71.33,0.15
AT,Austria,Total,1976,NA,71.79,71.79,0.46
AT,Austria,Total,1977,NA,72.14,72.14,0.35
AT,Austria,Total,1978,NA,72.2,72.2,0.06
AT,Austria,Total,1979,NA,72.55,72.55,0.35
AT,Austria,Total,1980,NA,72.67,72.67,0.12
AT,Austria,Total,1981,NA,72.99,72.99,0.32
AT,Austria,Total,1982,NA,73.15,73.15,0.16
AT,Austria,Total,1983,NA,73.22,73.22,0.07
AT,Austria,Total,1984,NA,73.77,73.77,0.55
AT,Austria,Total,1985,NA,73.99,73.99,0.22
AT,Austria,Total,1986,NA,74.46,74.46,0.47
AT,Austria,Total,1987,NA,74.9,74.9,0.44
AT,Austria,Total,1988,NA,75.37,75.37,0.47
AT,Austria,Total,1989,NA,75.46,75.46,0.09
AT,Austria,Total,1990,NA,75.74,75.74,0.28
AT,Austria,Total,1991,NA,75.79,75.79,0.05
AT,Austria,Total,1992,NA,75.99,75.99,0.2
AT,Austria,Total,1993,NA,76.22,76.22,0.23
AT,Austria,Total,1994,NA,76.54,76.54,0.32
AT,Austria,Total,1995,NA,76.78,76.78,0.24
AT,Austria,Total,1996,NA,77.03,77.03,0.25
AT,Austria,Total,1997,NA,77.43,77.43,0.4
AT,Austria,Total,1998,NA,77.78,77.78,0.35
AT,Austria,Total,1999,NA,77.96,77.96,0.18
AT,Austria,Total,2000,NA,78.24,78.24,0.28
AT,Austria,Total,2001,NA,78.72,78.72,0.48
AT,Austria,Total,2002,NA,78.85,78.85,0.13
AT,Austria,Total,2003,NA,78.85,78.85,0
AT,Austria,Total,2004,NA,79.37,79.37,0.52
AT,Austria,Total,2005,NA,79.53,79.53,0.16
AT,Austria,Total,2006,NA,79.97,79.97,0.44
AT,Austria,Total,2007,NA,80.16,80.16,0.19
AT,Austria,Total,2008,NA,80.37,80.37,0.21
AT,Austria,Total,2009,NA,80.21,80.21,-0.16
AT,Austria,Total,2010,NA,80.47,80.47,0.26
AT,Austria,Total,2011,NA,80.83,80.83,0.36
AT,Austria,Total,2012,NA,80.84,80.84,0.01
AT,Austria,Total,2013,NA,81.08,81.08,0.24
AT,Austria,Total,2014,NA,81.39,81.39,0.31
AT,Austria,Total,2015,81.56,81.16,81.16,-0.23
AT,Austria,Total,2016,82.07,81.6,81.6,0.44
AT,Austria,Total,2017,82.04,81.63,81.63,0.03
AT,Austria,Total,2018,82.07,NA,82.07,0.44
AT,Austria,Total,2019,82.25,NA,82.25,0.18
AT,Austria,Total,2020,81.49,NA,81.49,-0.76
AU,Australia,Female,1945,NA,70.28,70.28,NA
AU,Australia,Female,1946,NA,70.15,70.15,-0.13
AU,Australia,Female,1947,NA,70.96,70.96,0.81
AU,Australia,Female,1948,NA,71,71,0.04
AU,Australia,Female,1949,NA,71.78,71.78,0.78
AU,Australia,Female,1950,NA,71.72,71.72,-0.06
AU,Australia,Female,1951,NA,71.59,71.59,-0.13
AU,Australia,Female,1952,NA,72.04,72.04,0.45
AU,Australia,Female,1953,NA,72.56,72.56,0.52
AU,Australia,Female,1954,NA,72.79,72.79,0.23
AU,Australia,Female,1955,NA,73.25,73.25,0.46
AU,Australia,Female,1956,NA,73.05,73.05,-0.2
AU,Australia,Female,1957,NA,73.46,73.46,0.41
AU,Australia,Female,1958,NA,74.02,74.02,0.56
AU,Australia,Female,1959,NA,73.74,73.74,-0.28
AU,Australia,Female,1960,NA,74.05,74.05,0.31
AU,Australia,Female,1961,NA,74.52,74.52,0.47
AU,Australia,Female,1962,NA,74.29,74.29,-0.23
AU,Australia,Female,1963,NA,74.3,74.3,0.01
AU,Australia,Female,1964,NA,73.97,73.97,-0.33
AU,Australia,Female,1965,NA,74.24,74.24,0.27
AU,Australia,Female,1966,NA,74.07,74.07,-0.17
AU,Australia,Female,1967,NA,74.56,74.56,0.49
AU,Australia,Female,1968,NA,74.23,74.23,-0.33
AU,Australia,Female,1969,NA,74.69,74.69,0.46
AU,Australia,Female,1970,NA,74.18,74.18,-0.51
AU,Australia,Female,1971,NA,74.9,74.9,0.72
AU,Australia,Female,1972,NA,75.31,75.31,0.41
AU,Australia,Female,1973,NA,75.71,75.71,0.4
AU,Australia,Female,1974,NA,75.5,75.5,-0.21
AU,Australia,Female,1975,NA,76.41,76.41,0.91
AU,Australia,Female,1976,NA,76.41,76.41,0
AU,Australia,Female,1977,NA,77.06,77.06,0.65
AU,Australia,Female,1978,NA,77.33,77.33,0.27
AU,Australia,Female,1979,NA,77.99,77.99,0.66
AU,Australia,Female,1980,NA,78.22,78.22,0.23
AU,Australia,Female,1981,NA,78.43,78.43,0.21
AU,Australia,Female,1982,NA,78.29,78.29,-0.14
AU,Australia,Female,1983,NA,78.82,78.82,0.53
AU,Australia,Female,1984,NA,78.84,78.84,0.02
AU,Australia,Female,1985,NA,78.67,78.67,-0.17
AU,Australia,Female,1986,NA,79.31,79.31,0.64
AU,Australia,Female,1987,NA,79.34,79.34,0.03
AU,Australia,Female,1988,NA,79.6,79.6,0.26
AU,Australia,Female,1989,NA,79.38,79.38,-0.22
AU,Australia,Female,1990,NA,80.15,80.15,0.77
AU,Australia,Female,1991,NA,80.49,80.49,0.34
AU,Australia,Female,1992,NA,80.48,80.48,-0.01
AU,Australia,Female,1993,NA,80.99,80.99,0.51
AU,Australia,Female,1994,NA,80.82,80.82,-0.17
AU,Australia,Female,1995,NA,81.13,81.13,0.31
AU,Australia,Female,1996,NA,81.26,81.26,0.13
AU,Australia,Female,1997,NA,81.38,81.38,0.12
AU,Australia,Female,1998,NA,81.86,81.86,0.48
AU,Australia,Female,1999,NA,82.05,82.05,0.19
AU,Australia,Female,2000,NA,82.27,82.27,0.22
AU,Australia,Female,2001,NA,82.62,82.62,0.35
AU,Australia,Female,2002,NA,82.54,82.54,-0.08
AU,Australia,Female,2003,NA,82.92,82.92,0.38
AU,Australia,Female,2004,NA,83.18,83.18,0.26
AU,Australia,Female,2005,NA,83.49,83.49,0.31
AU,Australia,Female,2006,NA,83.6,83.6,0.11
AU,Australia,Female,2007,NA,83.55,83.55,-0.05
AU,Australia,Female,2008,NA,83.73,83.73,0.18
AU,Australia,Female,2009,NA,84.03,84.03,0.3
AU,Australia,Female,2010,NA,84.24,84.24,0.21
AU,Australia,Female,2011,NA,84.29,84.29,0.05
AU,Australia,Female,2012,NA,84.35,84.35,0.06
AU,Australia,Female,2013,NA,84.67,84.67,0.32
AU,Australia,Female,2014,NA,84.55,84.55,-0.12
AU,Australia,Female,2015,86.1,84.68,84.68,0.13
AU,Australia,Female,2016,86.39,84.92,84.92,0.24
AU,Australia,Female,2017,86.26,84.99,84.99,0.07
AU,Australia,Female,2018,86.89,85.4,85.4,0.41
AU,Australia,Female,2019,86.75,NA,86.75,1.35
AU,Australia,Female,2020,87.29,NA,87.29,0.54
AU,Australia,Male,1945,NA,66.62,66.62,NA
AU,Australia,Male,1946,NA,65.87,65.87,-0.75
AU,Australia,Male,1947,NA,66.28,66.28,0.41
AU,Australia,Male,1948,NA,66.14,66.14,-0.14
AU,Australia,Male,1949,NA,66.64,66.64,0.5
AU,Australia,Male,1950,NA,66.51,66.51,-0.13
AU,Australia,Male,1951,NA,66.08,66.08,-0.43
AU,Australia,Male,1952,NA,66.45,66.45,0.37
AU,Australia,Male,1953,NA,67.06,67.06,0.61
AU,Australia,Male,1954,NA,67.18,67.18,0.12
AU,Australia,Male,1955,NA,67.34,67.34,0.16
AU,Australia,Male,1956,NA,67.29,67.29,-0.05
AU,Australia,Male,1957,NA,67.45,67.45,0.16
AU,Australia,Male,1958,NA,67.96,67.96,0.51
AU,Australia,Male,1959,NA,67.44,67.44,-0.52
AU,Australia,Male,1960,NA,67.95,67.95,0.51
AU,Australia,Male,1961,NA,68.04,68.04,0.09
AU,Australia,Male,1962,NA,67.82,67.82,-0.22
AU,Australia,Male,1963,NA,67.9,67.9,0.08
AU,Australia,Male,1964,NA,67.48,67.48,-0.42
AU,Australia,Male,1965,NA,67.66,67.66,0.18
AU,Australia,Male,1966,NA,67.57,67.57,-0.09
AU,Australia,Male,1967,NA,67.83,67.83,0.26
AU,Australia,Male,1968,NA,67.46,67.46,-0.37
AU,Australia,Male,1969,NA,67.76,67.76,0.3
AU,Australia,Male,1970,NA,67.43,67.43,-0.33
AU,Australia,Male,1971,NA,68.25,68.25,0.82
AU,Australia,Male,1972,NA,68.48,68.48,0.23
AU,Australia,Male,1973,NA,68.68,68.68,0.2
AU,Australia,Male,1974,NA,68.47,68.47,-0.21
AU,Australia,Male,1975,NA,69.37,69.37,0.9
AU,Australia,Male,1976,NA,69.4,69.4,0.03
AU,Australia,Male,1977,NA,70.07,70.07,0.67
AU,Australia,Male,1978,NA,70.33,70.33,0.26
AU,Australia,Male,1979,NA,70.85,70.85,0.52
AU,Australia,Male,1980,NA,71.09,71.09,0.24
AU,Australia,Male,1981,NA,71.3,71.3,0.21
AU,Australia,Male,1982,NA,71.31,71.31,0.01
AU,Australia,Male,1983,NA,72.15,72.15,0.84
AU,Australia,Male,1984,NA,72.27,72.27,0.12
AU,Australia,Male,1985,NA,72.28,72.28,0.01
AU,Australia,Male,1986,NA,72.9,72.9,0.62
AU,Australia,Male,1987,NA,72.92,72.92,0.02
AU,Australia,Male,1988,NA,73.18,73.18,0.26
AU,Australia,Male,1989,NA,73.11,73.11,-0.07
AU,Australia,Male,1990,NA,73.98,73.98,0.87
AU,Australia,Male,1991,NA,74.49,74.49,0.51
AU,Australia,Male,1992,NA,74.5,74.5,0.01
AU,Australia,Male,1993,NA,75.04,75.04,0.54
AU,Australia,Male,1994,NA,74.92,74.92,-0.12
AU,Australia,Male,1995,NA,75.39,75.39,0.47
AU,Australia,Male,1996,NA,75.45,75.45,0.06
AU,Australia,Male,1997,NA,75.87,75.87,0.42
AU,Australia,Male,1998,NA,76.18,76.18,0.31
AU,Australia,Male,1999,NA,76.5,76.5,0.32
AU,Australia,Male,2000,NA,76.95,76.95,0.45
AU,Australia,Male,2001,NA,77.38,77.38,0.43
AU,Australia,Male,2002,NA,77.55,77.55,0.17
AU,Australia,Male,2003,NA,77.95,77.95,0.4
AU,Australia,Male,2004,NA,78.28,78.28,0.33
AU,Australia,Male,2005,NA,78.69,78.69,0.41
AU,Australia,Male,2006,NA,78.92,78.92,0.23
AU,Australia,Male,2007,NA,78.93,78.93,0.01
AU,Australia,Male,2008,NA,79.17,79.17,0.24
AU,Australia,Male,2009,NA,79.48,79.48,0.31
AU,Australia,Male,2010,NA,79.84,79.84,0.36
AU,Australia,Male,2011,NA,79.96,79.96,0.12
AU,Australia,Male,2012,NA,80.32,80.32,0.36
AU,Australia,Male,2013,NA,80.52,80.52,0.2
AU,Australia,Male,2014,NA,80.58,80.58,0.06
AU,Australia,Male,2015,83.5,80.63,80.63,0.05
AU,Australia,Male,2016,83.65,80.83,80.83,0.2
AU,Australia,Male,2017,83.66,81.01,81.01,0.18
AU,Australia,Male,2018,84.18,81.38,81.38,0.37
AU,Australia,Male,2019,84.16,NA,84.16,2.78
AU,Australia,Male,2020,84.52,NA,84.52,0.36
AU,Australia,Total,1945,NA,68.38,68.38,NA
AU,Australia,Total,1946,NA,67.92,67.92,-0.46
AU,Australia,Total,1947,NA,68.52,68.52,0.6
AU,Australia,Total,1948,NA,68.47,68.47,-0.05
AU,Australia,Total,1949,NA,69.09,69.09,0.62
AU,Australia,Total,1950,NA,69,69,-0.09
AU,Australia,Total,1951,NA,68.7,68.7,-0.3
AU,Australia,Total,1952,NA,69.11,69.11,0.41
AU,Australia,Total,1953,NA,69.69,69.69,0.58
AU,Australia,Total,1954,NA,69.86,69.86,0.17
AU,Australia,Total,1955,NA,70.15,70.15,0.29
AU,Australia,Total,1956,NA,70.04,70.04,-0.11
AU,Australia,Total,1957,NA,70.32,70.32,0.28
AU,Australia,Total,1958,NA,70.86,70.86,0.54
AU,Australia,Total,1959,NA,70.45,70.45,-0.41
AU,Australia,Total,1960,NA,70.87,70.87,0.42
AU,Australia,Total,1961,NA,71.13,71.13,0.26
AU,Australia,Total,1962,NA,70.91,70.91,-0.22
AU,Australia,Total,1963,NA,70.96,70.96,0.05
AU,Australia,Total,1964,NA,70.57,70.57,-0.39
AU,Australia,Total,1965,NA,70.8,70.8,0.23
AU,Australia,Total,1966,NA,70.68,70.68,-0.12
AU,Australia,Total,1967,NA,71.05,71.05,0.37
AU,Australia,Total,1968,NA,70.68,70.68,-0.37
AU,Australia,Total,1969,NA,71.07,71.07,0.39
AU,Australia,Total,1970,NA,70.65,70.65,-0.42
AU,Australia,Total,1971,NA,71.45,71.45,0.8
AU,Australia,Total,1972,NA,71.77,71.77,0.32
AU,Australia,Total,1973,NA,72.06,72.06,0.29
AU,Australia,Total,1974,NA,71.85,71.85,-0.21
AU,Australia,Total,1975,NA,72.78,72.78,0.93
AU,Australia,Total,1976,NA,72.79,72.79,0.01
AU,Australia,Total,1977,NA,73.47,73.47,0.68
AU,Australia,Total,1978,NA,73.74,73.74,0.27
AU,Australia,Total,1979,NA,74.33,74.33,0.59
AU,Australia,Total,1980,NA,74.57,74.57,0.24
AU,Australia,Total,1981,NA,74.78,74.78,0.21
AU,Australia,Total,1982,NA,74.72,74.72,-0.06
AU,Australia,Total,1983,NA,75.44,75.44,0.72
AU,Australia,Total,1984,NA,75.51,75.51,0.07
AU,Australia,Total,1985,NA,75.43,75.43,-0.08
AU,Australia,Total,1986,NA,76.07,76.07,0.64
AU,Australia,Total,1987,NA,76.09,76.09,0.02
AU,Australia,Total,1988,NA,76.35,76.35,0.26
AU,Australia,Total,1989,NA,76.2,76.2,-0.15
AU,Australia,Total,1990,NA,77.04,77.04,0.84
AU,Australia,Total,1991,NA,77.48,77.48,0.44
AU,Australia,Total,1992,NA,77.48,77.48,0
AU,Australia,Total,1993,NA,78.01,78.01,0.53
AU,Australia,Total,1994,NA,77.86,77.86,-0.15
AU,Australia,Total,1995,NA,78.26,78.26,0.4
AU,Australia,Total,1996,NA,78.35,78.35,0.09
AU,Australia,Total,1997,NA,78.63,78.63,0.28
AU,Australia,Total,1998,NA,79.03,79.03,0.4
AU,Australia,Total,1999,NA,79.29,79.29,0.26
AU,Australia,Total,2000,NA,79.63,79.63,0.34
AU,Australia,Total,2001,NA,80.02,80.02,0.39
AU,Australia,Total,2002,NA,80.07,80.07,0.05
AU,Australia,Total,2003,NA,80.46,80.46,0.39
AU,Australia,Total,2004,NA,80.75,80.75,0.29
AU,Australia,Total,2005,NA,81.11,81.11,0.36
AU,Australia,Total,2006,NA,81.29,81.29,0.18
AU,Australia,Total,2007,NA,81.26,81.26,-0.03
AU,Australia,Total,2008,NA,81.46,81.46,0.2
AU,Australia,Total,2009,NA,81.77,81.77,0.31
AU,Australia,Total,2010,NA,82.06,82.06,0.29
AU,Australia,Total,2011,NA,82.13,82.13,0.07
AU,Australia,Total,2012,NA,82.35,82.35,0.22
AU,Australia,Total,2013,NA,82.61,82.61,0.26
AU,Australia,Total,2014,NA,82.57,82.57,-0.04
AU,Australia,Total,2015,84.84,82.66,82.66,0.09
AU,Australia,Total,2016,85.05,82.88,82.88,0.22
AU,Australia,Total,2017,84.99,83,83,0.12
AU,Australia,Total,2018,85.57,83.39,83.39,0.39
AU,Australia,Total,2019,85.48,NA,85.48,2.09
AU,Australia,Total,2020,85.94,NA,85.94,0.46
BE,Belgium,Female,1945,NA,61.27,61.27,NA
BE,Belgium,Female,1946,NA,64.82,64.82,3.55
BE,Belgium,Female,1947,NA,66.19,66.19,1.37
BE,Belgium,Female,1948,NA,67.6,67.6,1.41
BE,Belgium,Female,1949,NA,68.06,68.06,0.46
BE,Belgium,Female,1950,NA,68.89,68.89,0.83
BE,Belgium,Female,1951,NA,69.28,69.28,0.39
BE,Belgium,Female,1952,NA,70.46,70.46,1.18
BE,Belgium,Female,1953,NA,70.9,70.9,0.44
BE,Belgium,Female,1954,NA,71.13,71.13,0.23
BE,Belgium,Female,1955,NA,71.24,71.24,0.11
BE,Belgium,Female,1956,NA,71.61,71.61,0.37
BE,Belgium,Female,1957,NA,71.91,71.91,0.3
BE,Belgium,Female,1958,NA,72.58,72.58,0.67
BE,Belgium,Female,1959,NA,73.07,73.07,0.49
BE,Belgium,Female,1960,NA,72.64,72.64,-0.43
BE,Belgium,Female,1961,NA,73.53,73.53,0.89
BE,Belgium,Female,1962,NA,73.13,73.13,-0.4
BE,Belgium,Female,1963,NA,73.09,73.09,-0.04
BE,Belgium,Female,1964,NA,73.79,73.79,0.7
BE,Belgium,Female,1965,NA,73.64,73.64,-0.15
BE,Belgium,Female,1966,NA,73.67,73.67,0.03
BE,Belgium,Female,1967,NA,74.08,74.08,0.41
BE,Belgium,Female,1968,NA,73.78,73.78,-0.3
BE,Belgium,Female,1969,NA,73.97,73.97,0.19
BE,Belgium,Female,1970,NA,74.14,74.14,0.17
BE,Belgium,Female,1971,NA,74.38,74.38,0.24
BE,Belgium,Female,1972,NA,74.71,74.71,0.33
BE,Belgium,Female,1973,NA,74.92,74.92,0.21
BE,Belgium,Female,1974,NA,75.23,75.23,0.31
BE,Belgium,Female,1975,NA,75.21,75.21,-0.02
BE,Belgium,Female,1976,NA,75.41,75.41,0.2
BE,Belgium,Female,1977,NA,76.06,76.06,0.65
BE,Belgium,Female,1978,NA,76.06,76.06,0
BE,Belgium,Female,1979,NA,76.52,76.52,0.46
BE,Belgium,Female,1980,NA,76.66,76.66,0.14
BE,Belgium,Female,1981,NA,77.04,77.04,0.38
BE,Belgium,Female,1982,NA,77.16,77.16,0.12
BE,Belgium,Female,1983,NA,77.14,77.14,-0.02
